[SIMINFO]: Generating pseudo random numbers ...
[SIMINFO]: Generating topology scenario ...
[SIMINFO]: Generating node scenario ...
[SIMINFO]: Creating topology scenario reader ...
[SIMINFO]: Creating node scenario reader ...
[SIMINFO]: Creating 5 Node Objects
[SIMINFO]: 0: 10 -INITIALIZE-;
[SIMINFO]: 0: 0-4 -UP-;
[SIMINFO]: Node id range = 0-4
[SIMINFO]: 1000: 10 -STOP_SIMULATION-;
[SIMINFO]: Initialization: 0: Position: {20, 234}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 189: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 189: 3: Position: {376, 595}, Status: MOBILE, Mobility: 7.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 190: 0: Position: {16, 302}, Status: MOBILE, Mobility: 0.0s, 357.08 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 190: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 190: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 190: 3: Position: {374, 595}, Status: MOBILE, Mobility: 6.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 191: 0: Position: {16, 302}, Status: MOBILE, Mobility: 5.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 191: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 191: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 191: 3: Position: {372, 595}, Status: MOBILE, Mobility: 5.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 192: 0: Position: {17, 305}, Status: MOBILE, Mobility: 4.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 192: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 192: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 192: 3: Position: {370, 595}, Status: MOBILE, Mobility: 4.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 193: 0: Position: {18, 308}, Status: MOBILE, Mobility: 3.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 193: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 193: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 193: 3: Position: {368, 595}, Status: MOBILE, Mobility: 3.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 194: 0: Position: {19, 311}, Status: MOBILE, Mobility: 2.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 194: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 194: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 194: 3: Position: {366, 595}, Status: MOBILE, Mobility: 2.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 195: 0: Position: {20, 314}, Status: MOBILE, Mobility: 1.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 195: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 195: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 195: 3: Position: {364, 595}, Status: MOBILE, Mobility: 1.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 196: 0: Position: {21, 317}, Status: MOBILE, Mobility: 0.0s, 353.01 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 196: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 196: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 196: 3: Position: {362, 595}, Status: MOBILE, Mobility: 0.0s, 317.27 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 197: 0: Position: {21, 317}, Status: MOBILE, Mobility: 1.0s, 318.21 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 197: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 197: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 197: 3: Position: {362, 595}, Status: MOBILE, Mobility: 9.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 198: 0: Position: {19, 315}, Status: MOBILE, Mobility: 0.0s, 318.21 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 198: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 198: 2: Position: {68, 298}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 198: 3: Position: {359, 597}, Status: MOBILE, Mobility: 8.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 199: 0: Position: {19, 315}, Status: MOBILE, Mobility: 9.0s, 85.36 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 199: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 199: 2: Position: {68, 298}, Status: MOBILE, Mobility: 1.0s, 211.76 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 199: 3: Position: {356, 599}, Status: MOBILE, Mobility: 7.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 200: 0: Position: {15, 312}, Status: MOBILE, Mobility: 8.0s, 85.36 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 200: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 200: 2: Position: {67, 295}, Status: MOBILE, Mobility: 0.0s, 211.76 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 200: 3: Position: {353, 601}, Status: MOBILE, Mobility: 6.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 201: 0: Position: {11, 309}, Status: MOBILE, Mobility: 7.0s, 85.36 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 201: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 201: 2: Position: {67, 295}, Status: MOBILE, Mobility: 10.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 201: 3: Position: {350, 603}, Status: MOBILE, Mobility: 5.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 202: 0: Position: {7, 306}, Status: MOBILE, Mobility: 6.0s, 85.36 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 202: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 202: 2: Position: {70, 297}, Status: MOBILE, Mobility: 9.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 202: 3: Position: {347, 605}, Status: MOBILE, Mobility: 4.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 203: 0: Position: {3, 303}, Status: MOBILE, Mobility: 5.0s, 85.36 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 203: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 203: 2: Position: {73, 299}, Status: MOBILE, Mobility: 8.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 203: 3: Position: {344, 607}, Status: MOBILE, Mobility: 3.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 204: 0: Position: {0, 300}, Status: MOBILE, Mobility: 4.0s, 284.74 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 204: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 204: 2: Position: {76, 301}, Status: MOBILE, Mobility: 7.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 204: 3: Position: {341, 609}, Status: MOBILE, Mobility: 2.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 205: 0: Position: {0, 305}, Status: MOBILE, Mobility: 3.0s, 127.39 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 205: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 205: 2: Position: {79, 303}, Status: MOBILE, Mobility: 6.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 205: 3: Position: {338, 611}, Status: MOBILE, Mobility: 1.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 206: 0: Position: {0, 310}, Status: MOBILE, Mobility: 2.0s, 117.33 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 206: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 206: 2: Position: {82, 305}, Status: MOBILE, Mobility: 5.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 206: 3: Position: {335, 613}, Status: MOBILE, Mobility: 0.0s, 348.17 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 207: 0: Position: {0, 306}, Status: MOBILE, Mobility: 1.0s, 311.0 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 207: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 207: 2: Position: {85, 307}, Status: MOBILE, Mobility: 4.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 207: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 208: 0: Position: {0, 306}, Status: MOBILE, Mobility: 0.0s, 80.39 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 208: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 208: 2: Position: {88, 309}, Status: MOBILE, Mobility: 3.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 208: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 209: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 209: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 209: 2: Position: {91, 311}, Status: MOBILE, Mobility: 2.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 209: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 210: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 210: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 210: 2: Position: {94, 313}, Status: MOBILE, Mobility: 1.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 210: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 211: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 211: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 211: 2: Position: {97, 315}, Status: MOBILE, Mobility: 0.0s, 346.11 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 211: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 212: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 212: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 212: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 212: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 213: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 213: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 213: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 213: 3: Position: {335, 613}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 214: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 214: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 214: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 214: 3: Position: {335, 613}, Status: MOBILE, Mobility: 9.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 215: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 215: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 215: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 215: 3: Position: {333, 616}, Status: MOBILE, Mobility: 8.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 216: 0: Position: {0, 306}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 216: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 216: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 216: 3: Position: {331, 619}, Status: MOBILE, Mobility: 7.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 217: 0: Position: {0, 306}, Status: MOBILE, Mobility: 9.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 217: 1: Position: {197, 469}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 217: 2: Position: {97, 315}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 217: 3: Position: {329, 622}, Status: MOBILE, Mobility: 6.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 218: 0: Position: {5, 307}, Status: MOBILE, Mobility: 8.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 218: 1: Position: {197, 469}, Status: MOBILE, Mobility: 8.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 218: 2: Position: {97, 315}, Status: MOBILE, Mobility: 6.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 218: 3: Position: {327, 625}, Status: MOBILE, Mobility: 5.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 219: 0: Position: {10, 308}, Status: MOBILE, Mobility: 7.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 219: 1: Position: {195, 468}, Status: MOBILE, Mobility: 7.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 219: 2: Position: {98, 313}, Status: MOBILE, Mobility: 5.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 219: 3: Position: {325, 628}, Status: MOBILE, Mobility: 4.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 220: 0: Position: {15, 309}, Status: MOBILE, Mobility: 6.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 220: 1: Position: {193, 467}, Status: MOBILE, Mobility: 6.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 220: 2: Position: {99, 311}, Status: MOBILE, Mobility: 4.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 220: 3: Position: {323, 631}, Status: MOBILE, Mobility: 3.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 221: 0: Position: {20, 310}, Status: MOBILE, Mobility: 5.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 221: 1: Position: {191, 466}, Status: MOBILE, Mobility: 5.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 221: 2: Position: {100, 309}, Status: MOBILE, Mobility: 3.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 221: 3: Position: {321, 634}, Status: MOBILE, Mobility: 2.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 222: 0: Position: {25, 311}, Status: MOBILE, Mobility: 4.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 222: 1: Position: {189, 465}, Status: MOBILE, Mobility: 4.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 222: 2: Position: {101, 307}, Status: MOBILE, Mobility: 2.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 222: 3: Position: {319, 637}, Status: MOBILE, Mobility: 1.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 223: 0: Position: {30, 312}, Status: MOBILE, Mobility: 3.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 223: 1: Position: {187, 464}, Status: MOBILE, Mobility: 3.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 223: 2: Position: {102, 305}, Status: MOBILE, Mobility: 1.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 223: 3: Position: {317, 640}, Status: MOBILE, Mobility: 0.0s, 259.72 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 224: 0: Position: {35, 313}, Status: MOBILE, Mobility: 2.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 224: 1: Position: {185, 463}, Status: MOBILE, Mobility: 2.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 224: 2: Position: {103, 303}, Status: MOBILE, Mobility: 0.0s, 306.57 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 224: 3: Position: {317, 640}, Status: MOBILE, Mobility: 1.0s, 122.84 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 225: 0: Position: {40, 314}, Status: MOBILE, Mobility: 1.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 225: 1: Position: {183, 462}, Status: MOBILE, Mobility: 1.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 225: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 225: 3: Position: {315, 639}, Status: MOBILE, Mobility: 0.0s, 122.84 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 226: 0: Position: {45, 315}, Status: MOBILE, Mobility: 0.0s, 169.95 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 226: 1: Position: {181, 461}, Status: MOBILE, Mobility: 0.0s, 179.35 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 226: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 226: 3: Position: {315, 639}, Status: MOBILE, Mobility: 10.0s, 13.54 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 227: 0: Position: {45, 315}, Status: MOBILE, Mobility: 6.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 227: 1: Position: {181, 461}, Status: MOBILE, Mobility: 2.0s, 353.83 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 227: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 227: 3: Position: {316, 640}, Status: MOBILE, Mobility: 9.0s, 13.54 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 228: 0: Position: {44, 317}, Status: MOBILE, Mobility: 5.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 228: 1: Position: {180, 463}, Status: MOBILE, Mobility: 1.0s, 353.83 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 228: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 228: 3: Position: {317, 1}, Status: MOBILE, Mobility: 8.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 229: 0: Position: {43, 319}, Status: MOBILE, Mobility: 4.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 229: 1: Position: {179, 465}, Status: MOBILE, Mobility: 0.0s, 353.83 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 229: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 229: 3: Position: {318, 2}, Status: MOBILE, Mobility: 7.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 230: 0: Position: {42, 321}, Status: MOBILE, Mobility: 3.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 230: 1: Position: {179, 465}, Status: MOBILE, Mobility: 9.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 230: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 230: 3: Position: {319, 3}, Status: MOBILE, Mobility: 6.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 231: 0: Position: {41, 323}, Status: MOBILE, Mobility: 2.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 231: 1: Position: {183, 464}, Status: MOBILE, Mobility: 8.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 231: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 231: 3: Position: {320, 4}, Status: MOBILE, Mobility: 5.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 232: 0: Position: {40, 325}, Status: MOBILE, Mobility: 1.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 232: 1: Position: {187, 463}, Status: MOBILE, Mobility: 7.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 232: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 232: 3: Position: {321, 5}, Status: MOBILE, Mobility: 4.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 233: 0: Position: {39, 327}, Status: MOBILE, Mobility: 0.0s, 90.17 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 233: 1: Position: {191, 462}, Status: MOBILE, Mobility: 6.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 233: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 233: 3: Position: {322, 6}, Status: MOBILE, Mobility: 3.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 234: 0: Position: {39, 327}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 234: 1: Position: {195, 461}, Status: MOBILE, Mobility: 5.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 234: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 234: 3: Position: {323, 7}, Status: MOBILE, Mobility: 2.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 235: 0: Position: {39, 327}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 235: 1: Position: {199, 460}, Status: MOBILE, Mobility: 4.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 235: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 235: 3: Position: {324, 8}, Status: MOBILE, Mobility: 1.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 236: 0: Position: {39, 327}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 236: 1: Position: {203, 459}, Status: MOBILE, Mobility: 3.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 236: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 236: 3: Position: {325, 9}, Status: MOBILE, Mobility: 0.0s, 226.85 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 237: 0: Position: {39, 327}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 237: 1: Position: {207, 458}, Status: MOBILE, Mobility: 2.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 237: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 237: 3: Position: {325, 9}, Status: MOBILE, Mobility: 9.0s, 226.89 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 238: 0: Position: {39, 327}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 238: 1: Position: {211, 457}, Status: MOBILE, Mobility: 1.0s, 351.68 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 238: 2: Position: {103, 303}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
